Dao_title,categories,about,blockchain,followers,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/8392106e2ff53c3a848c7133099faebb.png
degenzdao,"['Media', 'Collector']",degenz is an online community of degenerates punting around crypto and nfts we write daily market updates for our members and produce multiple weekly nft reports on specific projects,other,0,https://ipfs.io/ipfs/QmSF9JEHAP7N6G4G2WmGGbiEyy4rVebJHpuDaQacpcc746
take profit finance dao,['DeFi'],the first defi allowing for diversified return on your staked tokens rewards claimable in stable low medium high risk coins and cake autocompounding tipidao is decentralized reserve currency protocol based on the tpd token and aims at building community owned decentralized financial infrastructure for the crypto world,binance,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/gtyKZTPL_400x400.jpg
tethys finance dao,['DeFi'],one stop decentralized platform to fulfil all kinds of trading needs with the speed of metis network we believe that in the future solutions will help ethereum with scaling our mission is to empower the metis andromeda network with fast secure reliable and advanced native decentralized exchange app to handle all kinds of trading needs tethys was released on the th of december on metis andromeda network,other,0,https://ipfs.io/ipfs/QmSwXAfkRA3A6k3bAj3mzjBzs3KsFpN5cL9vHLuZjmQQ2C
stargate dao,"['other', 'other', 'other', 'other', 'other']",stargate is fully composable liquidity transport protocol that lives at the heart of omnichain def,other,0,https://ipfs.io/ipfs/QmSGD6v7s2SFs3zZSaY4pV7PniCzCp4Y1wrxbvbnjRXrVq
doodles dao,['Collector'],community driven collectibles nft project,ethereum,458000,https://ipfs.io/ipfs/QmX2PgqB2TvZR93e9huNR8wES7Z2FqwNWPsMnBh7irPiqq
chainclubdao,"['other', 'other', 'other', 'other']",globally leading learning community and media focusing on defi nft metaverse eth polkadot and web techs,other,0,https://ipfs.io/ipfs/QmNStftrH92EKDXENSoxHgVneaV5jYyNoG5NKeRD88HUSY
blvkhvnd dao,['Gaming'],the first decentralized esports gaming cooperative dsports,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/xLR2e4eu_400x400.png
consensys mesh dao,"['Investment', 'Protocol', 'other']",incubator investor software provider educator and most importantly an enabler of ethereum adoption,ethereum,4700,https://ipfs.io/ipfs/QmeWokrik1wbbTZ1pML5maw2ZWs2JZqbqJUYK7CKv1SSSH
plaiddao,"['other', 'other', 'other', 'other']",community of web enthusiasts and promotors for better era of all,other,0,https://pbs.twimg.com/profile_images/1561232007702757379/xV69QZ_8_400x400.jpg
venture dao,['Investment'],investment fund branch of metacartel metacartel ventures venture dao is for profit dao created by the metacartel community for the purposes of making investments into early stage decentralized applications dapps it embodies community oriented membership structure and offers radical flexibility in participation in manner that is unparalleled by traditional venture capital fund models,ethereum,22200,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/WX5WmHli_400x400.jpg
poap dao,"['DAO Tools', 'Social']",poaps are digital mementos minted in celebration of life remarkable moments poap allows event organizers to better engage with their audiences by providing customized experience poaps not only offer special designs but allow for range of integrated services such as private chat rooms raffles and more users can generate their own poap collections to prove the places they ve been to and earn bragging rights,ethereum,130300,https://ipfs.io/ipfs/QmPNvgaUsi7eJRZyrw2vYGSSzCERWZhpkk3uMddjXNKmtE
swift finance dao,['DeFi'],the first yield farm that requires active management and participation by its farmer known as an active rotation harvest tending yield farm,avalanche,1800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/5ZaeA5kz_400x400.jpg
hodl hodl dao,['DeFi'],lending trading platform that doesn hold funds,binance,27700,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/ql29Fj4p_400x400.png
schnoodle đao dao,"['Entertainment', 'DeFi']",snood is true trustless and progressive defi dao that bridges key cryptocurrency concepts such as meme yield farming nfts and multichain schnoodle is true trustless and progressive defi dao that bridges key cryptocurrency concepts including meme yield farming nfts and multichain as an investor in schnoodle there are many opportunities for you to gain snood tokens simply buy and hold bark algorithm farm via the moon farming platform or earn via dework,ethereum,1300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/i67Seefq_400x400.jpg
figment networks dao,"['DeFi', 'Investment']",staking middleware and application layer solutions for institutions and developers investing in and building on web technology,ethereum,22600,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/DpqnMZZC_400x400.jpg
portion dao,['Collector'],the premier online marketplace connecting artists and collectors through blockchain technology to easily sell invest and own art and collectibles with complete transparency,ethereum,27600,https://ipfs.io/ipfs/QmZYS78e3Ay3wQ2y5ncdDQpLazjFsAyvBB5MnFXGh8X9To
fantohm dao,['other'],fantohm is reserve currency protocol forked from olympus dao on fantom chain the fhm protocol token functions as modifiable reserve asset which backs this bridging economy with its stakeholders dao governors as the chief line of common sense defence against taking actions that would harm the long term growth of its treasury,fantom,8800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/vhhp1wL4_400x400.jpg
monzter minions  dao,"['other', 'other', 'other', 'other', 'other']",monzter minions dao and community funds voting will take place on discord followed by secondary finalized voting procedures on snapshot,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/vfwgFfSL_400x400.jpg
woodies dao,"['other', 'other', 'other', 'other']",woodies is decentralized web entertainment brand with collection of nfts on the ethereum blockchain,other,0,https://ipfs.io/ipfs/QmWhc9Hbk1U9zd54APYki5A7FrbRc2xGNMhG2HwxK9hLpP
ummah dao,"['Metaverse', 'other', 'Social']",create an islamic autonomous metaverse society purely blockchain based islamic metaverse would provide digital native muslim generations and seekers platform to learn socialize earn shop and game while aligning the heart mind and life towards allah,other,0,https://ipfs.io/ipfs/QmYvJPnh73n3cNzahstMwDJc9HMexXT1byk93JvAoqfFy2
orochi dao v2 dao,['Social'],an events focused dao born from the metacarteldao sponsoring events for efdevcon and beyond developed by wearekickback,ethereum,0,https://ipfs.io/ipfs/QmWs5Fv4mPrxrv6gupRnuqomRxdtv8bK8C7hBJgWA2w1fY
sporkdao,['other'],sporkdao represents the final leg of the journey towards transitioning ethdenver to community owned ecosystem sporkdao has two main purposes to realize the vision of colorado becoming destination of choice for web innovation while also becoming the first digital state as announced by governor jared polis in february to merge the greater web community with colorado by providing access to world class events experiences swag and value creation,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/1337936d285bc450cb71e36411ed798a.jpeg
volatility protocol dao,['Protocol'],defi source for composable volatility metrics,ethereum,15500,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/Mo17etEV_400x400.jpg
litedex protocol dao,"['Operating Systems', 'Protocol', 'DeFi']",to provide liquidity services in one platform for higher quality assets reliable diverse democratic cost effective and secure trading experience for defi users around the world litedex is decentralized exchange protocol that adopts the world most popular blockchains binance smart chain ethereum network huobi eco chain polygon matic network tron network polkadot network and solana network as the first defi platform in indonesia litedex also gained the advantages from some of the best decentralized protocols and create an ecosystem that is very beneficial for ldx token holder our commitment is to build defi ecosystem within the decentralized available features to provide liquidity services in one platform for higher quality assets reliable diverse democratic cost effective and secure trading experience for defi users around the world,other,0,https://pbs.twimg.com/profile_images/1453926930646913028/T2HGZdG6_400x400.jpg
vectordao,"['other', 'Social']",we re collective of application designers developers contributing work to crypto protocols in order to accelerate their mainstream adoption,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/88ssh4zv_400x400.png
multicoin capital dao,['Investment'],investment firm focused on cryptocurrency and blockchain companies,ethereum,53600,https://raw.githubusercontent.com/Litedex-Protocol/brand-assets/main/coin-litedex.png
x marketplace dao,"['Social', 'Collector']",is community owned cross chain nft marketplace is multi chain decentralised nft marketplace that is owned and operated by the community governance is provided by the dao with voting rights given to users who have staked their tokens for the vex governance token we re community that celebrates radical self expression and inclusiveness with no prerequisites placed to participate,ethereum,5700,https://vectordao.com/logomark.svg
olympusdao,['Protocol'],the olympus protocol sets up decentralized reserve token that collateralled by crypto assets rather than pegged to us it relies on diverse protocol owned over and native compounding incentives ncommunity governance,ethereum,206300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/H6xL2-2U_400x400.jpg
aragon dao,['other'],govern better together aragon is the leading platform for decentralized governance and dao tooling aragon is suite of applications and services that enable new forms of global communities communities can organize around capital assets currency or tokens which will increase in value as more people hold and use that asset to participate in the community by providing the tools for people to turn community cause or even meme into its own economy we can unlock long tail of daos that are not limited just to protocols like ethereum or bitcoin aragon not only provides basic financial tools like tokenization but can create reproducible and broadly applicable templates for defining the boundaries of community and flowing value to contributors over the internet without traditional intermediaries but this isn science fiction it happening now and you can be part of it,ethereum,113900,https://ipfs.io/ipfs/Qmd93qSYPQigr4sL38FVuqmrPGttqmrWWETJVYVeRdRvYm
huckleberry dao,['DeFi'],https huckleberry finance huckleberry is community driven amm crosschain dex and lendin platform built on moonriver everything we do is community driven which allows all users to have say in the future direction of the dex,moonriver,1600,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/0HE8Ngon_400x400.jpg
decentral games dao,['Protocol'],play free poker earn ice build your own guild in the metaverse,ethereum,151500,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/7mHNl7X__400x400.jpg
congruentdao,"['Media', 'Social Impact']",accumulating defi protocol governance tokens and developing governance as service products,other,0,https://ipfs.io/ipfs/QmQXSbkpfZyUw3x3UmwJaXoihEQbGHfrwPwS5RepqiibMq
