,Dao_title,categories,about,simdaos,chain
815,DAOHQ - Fuji DAO,"['DeFi', 'DAO Tools']","Low-cost, sustainable DeFi & NFT ecosystem native on the Energy Web Chain
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '9.3K']"
816,DAOHQ - Solend DAO,['DeFi'],"Algorithmic, decentralized lending and borrowing protocol on Solana
 Lending and borrowing has proven itself as key in a DeFi ecosystem. However, current products are slow and expensive. On Solana, Solend can scale to being 100x faster and 100x cheaper. Solend aims to be the easiest to use and most secure solution on Solana.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Solana', '14.8K']"
817,DAOHQ - HunnyPlay DAO,['Gaming'],"Our (Hunny Finance’s) very own gaming playground with all settlements/payments integrated on BSC for a transparent and secure way of online gaming.
","['Blockade Games', 'Aurory', 'BreederDAO', 'Collar Informer']","['Binance', '25.5K']"
818,DAOHQ - Nowhere DAO,['Social'],"Digital 3D spaces for gathering with people face to face.
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Binance', '1.1K']"
819,DAOHQ - Rotten Swap DAO,"[' rottenswap.org/# Twitter ', ' rottenswap.org/#', ' Twitter ']","Deflationary yield farming token.
",[],"['Ethereum', '3.8K']"
820,DAOHQ - Ideamarket DAO,['0xb41bd...1f814'],"The credibility layer of the internet. If Bitcoin is money without banks, Ideamarket is “credibility without institutions.”
",[],['4.2K']
821,DAOHQ - Tally DAO,"['DAO Tools', 'DeFi']","Voting dashboard, aggregating data from defi protocols’ governance and providing it in real-time for research and analysis
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '10.2K']"
822,DAOHQ - Krause House DAO,['SPAD'],"Community of hoops fanatics that are crazy enough to purchase and operate an NBA team as a DAO
 
Krause House DAO is an organization with the ultimate goal of owning and
operating an NBA team governed by our members, known as Jerry's. Together, we
will write the consensus rules that will bring the first fan-governed team to
the NBA. The collective of ambitious contributors whose goal is to own an NBA
team describes the underlying mission of DAOs in its purest form: Difficult by
one, achievable by many.
","['Krause House', 'Football Club DAO']","['Ethereum', '17.6K']"
823,DAOHQ - FiatLux Dao,"['Social', 'Protocol']","DAO with the mission of highlighting the importance of science and technology to society, while leveraging the power of crypto to fund breakthrough academic research in novel & more accessible ways.
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '1.2K']"
824,DAOHQ - Mirror DAO,"['Media', 'DAO Tools']","Media/publishing platform DAO
","['Bears Deluxe', 'CabinDao', 'Ape Poo Club', 'Bankless DAO']","['Ethereum', '89.4K']"
825,DAOHQ - Avantgarde Finance DAO,"['DAO Tools', 'DeFi', 'Service']","DeFi Services for Treasury Management, Asset Management & Dapp Developers
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '2.9K']"
826,DAOHQ - Game7 DAO,"['Grant', 'Investment', 'Gaming']","Game7 is an Autonomous Institution with a $500m treasury managed and deployed by its community. This community will shape capital allocation decisions, define GameFi standards, fund open-source software and help make the gaming industry equitable and fair.
","['Yam', 'MCN Ventures', 'Gnars DAO', 'The Sanctuary']",[]
827,DAOHQ - DeFi Alliance DAO,"['DAO Tools', 'Protocol']","The leading decentralized finance accelerator
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '74.0']"
828,DAOHQ - Mina Protocol DAO,['Protocol'],"Mina Protocol aims to be a lightweight blockchain that maintains a constant size of just 22 kB, regardless of how many transactions are committed to the network
","['Aave', 'ARCx', 'APWine', 'API3']","['Bitcoin', '228.7K']"
829,DAOHQ - CUDOS DAO,"['DAO Tools', 'Protocol']","Powering Smart Contracts, DeFi and the Internet
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '48.8K']"
830,DAOHQ - Clarity DAO,['DAO Tools'],"Simplest all-in-one workspace for decentralized teams
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '5.8K']"
831,DAOHQ - Panvala DAO,['Social'],"Network of communities who cooperate and earn perks from Panvala’s shared endowment
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '2.7K']"
832,DAOHQ - Sorare DAO,['Collector'],"Fantasy football game based around Blockchain, where users can trade players, enter tournaments & compete for prizes
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '2.5K']"
833,DAOHQ - Ancient Shrooms DAO,"[' magicmushroomclubnft.com Discord  Twitter ', ' magicmushroomclubnft.com', ' Discord ', ' Twitter ']","A web3 community focused on the power of medicinal mushroom research and benefits.
",[],['40.1K']
834,DAOHQ - OriginalsDAO,"['Social', 'Collector']","📸 99 Original, 1/1 Polaroids By @LoganPaul — One NFT Auctioned Daily
","['1Hive', '8DAO', '4k', 'ACryptoS']",['45.2K']
835,DAOHQ - RedStone DAO,['Protocol'],"Cross-chain solution that takes the best from different chains
","['Aave', 'ARCx', 'APWine', 'API3']","['Arweave', '7.3K']"
836,DAOHQ - SourceCred DAO,['DAO Tools'],"DAO & community tool to measure & reward value creation
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '3.9K']"
837,DAOHQ - Staked DAO,['DeFi'],"Opportunity to compound crypto through staking and lending
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '7.9K']"
838,DAOHQ - Pocket Network DAO,['DAO Tools'],"Decentralized RPC protocol to access any blockchain
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '58.0K']"
839,DAOHQ - JPG NFT Index DAO,"['DeFi', 'Investment']","Governance space for the JPG NFT Index token from Index Coop. Governance is provided by the Collectooors NFT holders. https://collectooors.mirror.xyz/
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']",[]
840,DAOHQ - Club721 DAO,['Collector'],"The best club for NFT-based in Asia, but worldwide friendly.
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '58.6K']"
841,DAOHQ - DegenzDAO,"['Media', 'Collector']","Degenz is an online community of degenerates punting around crypto and NFTs. We write daily market updates for our members and produce multiple weekly NFT reports on specific projects.
","['Bears Deluxe', 'CabinDao', 'Ape Poo Club', 'Bankless DAO']",['9.2K']
842,DAOHQ - Take Profit Finance DAO,['DeFi'],"The first DeFi allowing for a diversified return on your staked tokens. Rewards claimable in stable, low, medium, high risk coins and Cake. Autocompounding!
 TiPiDao is a decentralized reserve currency protocol based on the TPD token and aims at building a community-owned decentralized financial infrastructure for the crypto world.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Binance', '417.0']"
843,DAOHQ - Tethys Finance DAO,['DeFi'],"One-stop decentralized platform to fulfil all kinds of trading needs with the speed of Metis network
 We believe that in the future, L2 solutions will help Ethereum with scaling. Our mission is to empower the Metis Andromeda network with a fast, secure, reliable, and advanced native decentralized exchange app to handle all kinds of trading needs.
Tethys was released on the 17th of December 2021 on Metis Andromeda network.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']",['4.0K']
844,DAOHQ - Stargate DAO,"[' stargate.finance Discord  Twitter  Whitepaper ', ' stargate.finance', ' Discord ', ' Twitter ', ' Whitepaper ']","Stargate is a fully composable liquidity transport protocol that lives at the heart of Omnichain DeF
",[],['11.8K']
845,DAOHQ - Doodles DAO,['Collector'],"A community-driven collectibles NFT project
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '458.0K']"
846,DAOHQ - chainclubdao,"[' www.chainclub.cn Discord  Twitter ', ' www.chainclub.cn', ' Discord ', ' Twitter ']","Globally leading learning community and media, focusing on DeFi,NFT,Metaverse,ETH2.0,PolkaDot and Web3.0 techs.
",[],['530.0']
847,DAOHQ - BLVKHVND DAO,['Gaming'],"The first decentralized esports gaming cooperative (dSports).
","['Blockade Games', 'Aurory', 'BreederDAO', 'Collar Informer']",[]
848,DAOHQ - ConsenSys Mesh DAO,"['Investment', 'Protocol', 'Service']","Incubator, investor, software provider, educator, and most importantly, an enabler of Ethereum adoption
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']","['Ethereum', '4.7K']"
849,DAOHQ - PlaidDAO,"[' www.plaiddao.org Discord  Twitter ', ' www.plaiddao.org', ' Discord ', ' Twitter ']","A community of Web3 enthusiasts and promotors for a better era of all
",[],['9.1K']
850,DAOHQ - Venture DAO,['Investment'],"Investment fund branch of MetaCartel
 MetaCartel Ventures (Venture DAO) is a for-profit DAO created by the MetaCartel community for the purposes of making investments into early-stage Decentralized Applications (DApps). It embodies a community-oriented membership structure and offers radical flexibility in participation in a manner that is unparalleled by traditional “venture capital fund” models.
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']","['Ethereum', '22.2K']"
851,DAOHQ - Poap DAO,"['DAO Tools', 'Social']","POAPs are digital mementos, minted in celebration of life’s remarkable moments.
 POAP allows event organizers to better engage with their audiences by providing a customized experience. POAPs not only offer special designs but allow for a range of integrated services such as private chat rooms, raffles and more.
Users can generate their own POAP collections to prove the places they’ve been to and earn bragging rights.
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '130.3K']"
852,DAOHQ - Swift Finance DAO,['DeFi'],"The first yield farm that requires active management and participation by its farmer, known as an “active rotation harvest-tending” yield farm
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Avalanche', '1.8K']"
853,DAOHQ - Hodl Hodl DAO,['DeFi'],"Lending & trading platform that doesn’t hold funds
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Binance', '27.7K']"
854,DAOHQ - Schnoodle ĐAO DAO,"['Entertainment', 'DeFi']","$SNOOD is a true trustless and progressive DeFi DAO that bridges key cryptocurrency concepts such as meme, yield farming, NFTs, and multichain interoperability
 Schnoodle is a true trustless and progressive DeFi DAO that bridges key cryptocurrency concepts including meme, yield farming, NFTs, and multichain interoperability. As an investor in Schnoodle, there are many opportunities for you to gain SNOOD tokens. Simply buy and hold (BARK algorithm), farm via the Moon Farming Platform, or earn via Dework.
","['For Loot And Glory', 'CronoSports', 'DragonMasterDAO', 'DeFi Dinos']","['Ethereum', '1.3K']"
855,DAOHQ - Figment Networks DAO,"['DeFi', 'Investment']","Staking, middleware, and application layer solutions for institutions and developers investing in and building on Web 3 technology.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '22.6K']"
856,DAOHQ - Portion DAO,['Collector'],"The premier online marketplace connecting artists and collectors through Blockchain technology to easily sell, invest and own art and collectibles with complete transparency
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '27.6K']"
857,DAOHQ - Fantohm DAO,['0xfa1fb...86286'],"Fantohm is a reserve currency protocol forked from Olympus DAO on Fantom chain.
 The FHM Protocol Token functions as a modifiable reserve asset which backs this bridging economy, with its Stakeholders’ DAO governors as the chief line of common sense defence against taking actions that would harm the long term growth of its treasury.
",[],"['Fantom', '8.8K']"
858,DAOHQ - Monzter Minions  DAO,"[' monzterminions.art Discord  Twitter  Whitepaper ', ' monzterminions.art', ' Discord ', ' Twitter ', ' Whitepaper ']","Monzter Minions DAO and community funds voting will take place on Discord followed by secondary finalized voting procedures on SnapShot.
",[],[]
859,DAOHQ - Woodies DAO,"[' www.woodiesnft.com Discord  Twitter ', ' www.woodiesnft.com', ' Discord ', ' Twitter ']","Woodies is a decentralized web3 entertainment brand with a collection of 9,739 NFTs on the Ethereum blockchain.
",[],[]
860,DAOHQ - Ummah DAO,"['Metaverse', 'Service', 'Social']","Create an Islamic & Autonomous Metaverse Society
 A purely blockchain-based, Islamic metaverse would provide digital native Muslim generations and seekers a platform to learn, socialize, earn, shop, and game while aligning the heart, mind, and life towards Allah.
","['About', 'Bears Deluxe', 'CabinDao', 'Adventure Gold', 'BreederDAO']",['Ethereum']
861,DAOHQ - Orochi DAO V2 DAO,['Social'],"An events-focused DAO born from the @metacartelDAO sponsoring events for @efdevcon and beyond. Developed by @wearekickback
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '403.0']"
862,DAOHQ - SporkDAO,['0x9ca6a...f5e39'],"SporkDAO represents the final leg of the journey towards transitioning ETHDenver to a community owned ecosystem.
 SporkDAO has two main purposes:
To realize the vision of Colorado becoming a destination of choice for Web3 innovation while also becoming the “First Digital State” as announced by Governor Jared Polis in February 2021.
To merge the greater Web3 community with Colorado by providing access to world-class events, experiences, swag, and value creation.
",['About'],['1.3K']
