Unnamed: 0,Dao_title,categories,about,simdaos,chain,keyphrases,new_keyphrases
886,DAOHQ - Handle Finance DAO,"['DeFi', 'Protocol']","Tool to create & exchange multi-currency stablecoins backed by ethereum and more
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '17.2K']",['tool' 'multi - currency stablecoins' 'ethereum'],['ethereum']
887,DAOHQ - Umeko Space Colony DAO,"[' y.at/%F0%9F%9B%B8%F0%9F%A6%80%F0%9F%91%BD%E2%9A%A1 Discord  Twitter ', ' y.at/%F0%9F%9B%B8%F0%9F%A6%80%F0%9F%91%BD%E2%9A%A1', ' Discord ', ' Twitter ']","Umeko Space Colony NFT has been started to celebrate interactions between alien space friends and earthlings. 🛸👽 Japanese NFT Project 🇯🇵
",[],[],"['japanese nft project 🇯 🇵' 'alien space friends' 'interactions'
 'earthlings' 'umeko space colony nft']",['Umeko Space Colony NFT' 'alien space friends']
888,DAOHQ - Cult DAO,['Social'],"The purpose of CULT is to empower and fund those building and contributing towards our decentalized future.
","['1Hive', '8DAO', '4k', 'ACryptoS']",['13.7K'],['building' 'purpose' 'future' 'cult'],['CULT' 'decentalized future']
889,DAOHQ - Decred DAO,['Protocol'],"Decred: Money Evolved
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '54.0K']",['money'],[]
890,DAOHQ - Chiliz DAO,['0x35064...3b4af'],"The world’s first tokenized sports exchange. $CHZ, powering the Socios fan engagement app.
",[],[],['sports exchange' 'socios fan engagement' 'world' 'chz'],['Socios fan engagement' 'tokenized sports exchange']
891,DAOHQ - Exactly DAO,"['DAO Tools', 'DeFi', 'Protocol']","Decentralized, open source and non-custodial credit protocol
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '8.6K']",['non - custodial credit protocol' 'open source'],['non-custodial credit protocol']
892,DAOHQ - Polywrap DAO,"['DAO Tools', 'Social']","Interact with any web3 protocol from any programming language
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '2.7K']",['interact' 'web3 protocol' 'programming language'],['programming language' 'web3 protocol']
893,DAOHQ - MechArcade Community Wallet DAO,"[' mecharcade.com Discord  Twitter ', ' mecharcade.com', ' Discord ', ' Twitter ']","MechArcade is a generative set of 10,000 Mechs, 3D rendered and ready for battle in the Metaverse.
",[],['3.6K'],['metaverse' 'generative set' 'battle' '3d' 'mechs' 'mecharcade'],['MechArcade']
894,DAOHQ - ONE / OFF DAO,"['Social', 'Protocol', 'Collector']","Is creating an ecosystem to connect, educate, activate and empower Black Creatives and Collectors on the blockchain.
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '2.3K']",['collectors' 'ecosystem' 'empower black creatives' 'blockchain'],['Black Creatives' 'Collectors' 'blockchain']
895,DAOHQ - FishFight.one DAO,"[' fishfight.one Discord  Twitter ', ' fishfight.one', ' Discord ', ' Twitter ']","FishFight.one is a collectable $FISH NFT Game. Catch, Fight, Breed & Care for $FISH. Several on-chain data points to be controlled by the voters of this DAO.
",[],['200.0'],"['fight' 'catch' 'fish' 'dao' 'fish nft game' 'chain data points' 'voters'
 'care' 'fishfight.one' 'breed']",[]
896,DAOHQ - omgkirby DAO,"[' omgkirby.komi.io Discord  Twitter ', ' omgkirby.komi.io', ' Discord ', ' Twitter ']","Decentralized artist & community pushing the boundaries of generative music and art.
",[],['5.3K'],['decentralized artist' 'art' 'community' 'generative music' 'boundaries'],['Decentralized artist' 'generative music']
897,DAOHQ - Kylin Network DAO,['Protocol'],"Offers any applications and blockchains (such as parachains and parathreads) instantaneous but reliable and valid on/off-chain market data and social data sources by leveraging the power of Polkadot/Substrate Framework on open networks
","['Aave', 'ARCx', 'APWine', 'API3']","['Kylin', '75.2K']","['power' 'blockchains' 'social data sources' 'parachains' 'polkadot'
 'applications' 'parathreads' 'substrate framework' 'chain market data'
 'open networks']","['blockchains' 'open networks' 'parachains' 'parathreads'
 'social data sources']"
898,DAOHQ - Signum Growth Capital DAO,"['Venture Capital', 'Media', 'Social']","Signum Capital invests in the distributed ledger technologies and crypto assets. We support game-changing projects that advance us towards the future of blockchain-enabled socioeconomic transformation.
","['Audacity Fund', 'ForceDAO', 'Carib DAO', 'BuidlersTribe']","['Ethereum', '11.2K']","['crypto assets' 'ledger technologies' 'projects' 'game' 'signum capital'
 'blockchain' 'socioeconomic transformation' 'future']",['Signum Capital' 'crypto assets' 'distributed ledger technologies']
899,DAOHQ - Giveth DAO,['Social Impact'],"A Decentralized Altruistic Community using blockchain technology to make the world a better place.
","['Antidote DAO', 'BoldDao', 'Boss Beauties DAO', 'Carbonswap']","['Ethereum', '11.3K']","['blockchain technology' 'better place'
 'decentralized altruistic community' 'world']",['Decentralized Altruistic Community' 'blockchain technology']
900,DAOHQ - Metl DAO,"['Protocol', 'DeFi']","The highway between your bank account and your digital wallet
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '931.0']",['highway' 'bank account' 'digital wallet'],['bank account' 'digital wallet']
901,DAOHQ - Seed Club DAO,"['Venture Capital', 'Social', 'Social Impact']","Social token incubator
","['Audacity Fund', 'ForceDAO', 'Carib DAO', 'BuidlersTribe']","['Ethereum', '44.8K']",['social token incubator'],['Social token incubator']
902,DAOHQ - Ankr Governance DAO,['DAO Tools'],"Build with fast, reliable infrastructure at unbeatable pricing
 Decentralized Web 3 Infrastructure for a better Web 3 World. Nodes, Validators, and Staking solutions. Build, Earn, and Stake with $ANKR
","['88mph', 'APY Vision', '0x', '1inch Network']",['14.9K'],"['infrastructure' 'reliable infrastructure' 'build' 'unbeatable pricing'
 'web' 'solutions' 'ankr' 'world' 'validators' 'nodes' 'better web' 'earn'
 'stake']","['Decentralized Web 3 Infrastructure' 'Staking solutions' 'Validators'
 'pricing']"
903,DAOHQ - Big Green DAO,"[' dao.biggreen.org Twitter ', ' dao.biggreen.org', ' Twitter ']","The first non-profit led philanthropic DAO. Big Green is a USA 501c3 non-profit that believes growing food changes lives.
",[],[],['philanthropic dao' 'usa' 'food changes' 'big green' 'non - profit'],['Big Green']
904,DAOHQ - MatchboxDAO,"['Investment', 'Grant', 'Social']","Matchbox is an ecosystem DAO to ignite and fuel on-chain games on StarkNet
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']",['2.9K'],['chain games' 'ecosystem dao' 'matchbox' 'fuel' 'starknet'],['Matchbox' 'StarkNet' 'ecosystem DAO']
905,DAOHQ - SNOWDOG DAO,['0xde9e5...979b6'],"$SDOG is the community-owned memecoin of #Avalanche.
",[],[],['sdog' 'community' 'avalanche' 'memecoin'],['SDOG']
906,DAOHQ - SuperUMAn DAO,"[' www.superumans.xyz Discord  Twitter ', ' www.superumans.xyz', ' Discord ', ' Twitter ']","SuperUMAn DAO is a tight knit community that helps Defi protocols around the globe have access to Universal markets.
",[],['852.0'],"['tight knit community' 'access' 'superuman dao' 'defi protocols' 'globe'
 'universal markets']",['Defi protocols' 'SuperUMAn DAO' 'Universal markets']
907,DAOHQ - Vertex Finance DAO,"[' yvertex.finance Twitter ', ' yvertex.finance', ' Twitter ']","Vertex Finance is the most community-led yield farm. Our goal is long-term sustainability led by the community.
",[],[],"['term sustainability' 'goal' 'yield farm' 'community' 'vertex finance'
 'most community']",['Vertex Finance']
908,DAOHQ - Psy Finance DAO,['DeFi'],"An ecosystem of financial products including PsyOptions, PsyFi, and Fusion
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Solana', '5.7K']",['financial products' 'ecosystem' 'fusion' 'psyoptions' 'psyfi'],['Fusion' 'PsyFi' 'PsyOptions' 'financial products']
909,DAOHQ - Serum DAO,['DeFi'],"Serum brings the speed and convenience of centralized exchanges to DeFi while remaining fully trustless and transparent
 Serum is a protocol and ecosystem that brings unprecedented speed and low transaction costs to decentralized finance. It is built on Solana and is completely permissionless. Ecosystem partners can compose with Serum’s on-chain central limit orderbook to share liquidity and power markets-based features for institutional and retail users.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '241.2K']","['serum' 'speed' 'low transaction costs' 'retail users' 'solana'
 'central limit orderbook' 'convenience' 'permissionless' 'power markets'
 'unprecedented speed' 'centralized exchanges' 'finance' 'ecosystem'
 'liquidity' 'trustless' 'chain' 'features' 'protocol' 'defi'
 'ecosystem partners']","['DeFi' 'Serum' 'Solana' 'centralized exchanges' 'decentralized finance'
 'transaction costs']"
910,DAOHQ - Galaxy Digital DAO,"['Venture Capital', 'Investment']","Diversified financial services and investment management company in the digital asset, cryptocurrency, and blockchain technology sectors
","['Audacity Fund', 'ForceDAO', 'Carib DAO', 'BuidlersTribe']",['23.8K'],"['technology sectors' 'cryptocurrency' 'investment management company'
 'digital asset' 'diversified financial services']","['Diversified financial services' 'blockchain technology' 'cryptocurrency'
 'digital asset' 'investment management company']"
911,DAOHQ - Index Coop DAO,['Protocol'],"The Index Coop is a community-led initiative making crypto investing simple, accessible, and safe  $DPI $FLI $MVI $BED $GMI $DATA $INDEX
http://indexcoop.com
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '64.6K']","['index coop' 'data' 'bed' 'community' 'dpi' 'mvi' 'crypto' 'initiative'
 'gmi' 'fli']",['Index Coop' 'crypto investing' 'indexcoop']
912,DAOHQ - Mutant Cats DAO,"[' opensea.io/collection/mut%E2%80%A6 Twitter ', ' opensea.io/collection/mut%E2%80%A6', ' Twitter ']","Earn fractionalized blue-chip NFTs via $FISH & vote in the DAO community.
",[],"['Ethereum', '27.9K']",['vote' 'chip nfts' 'dao community' 'fish'],[]
913,DAOHQ - ChoiceDAO,['Social Impact'],"We’re a global community of volunteer activists and Web3 enthusiasts here to fund and engage in the fight for reproductive rights.
 ChoiceDAO was launched in response to the overturn of Roe.
We are a global community of activists joining forces to fight for reproductive rights. Our first goal is to raise $1m+ to fund and engage in the process of change.
","['About', 'BoldDao', 'Boss Beauties DAO', 'Carbonswap', 'Antidote DAO']",['620.0'],"['fight' 'change' 'response' 'forces' 'roe .' 'process' 'overturn'
 'first goal' 'volunteer activists' 'activists' 'reproductive rights'
 'enthusiasts' 'global community' 'choicedao']",['ChoiceDAO' 'Web3 enthusiasts' 'activists']
914,DAOHQ - Element DAO,['Social'],"Opensource decentralized alternative to discord with ios + android
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '20.6K']",['discord' 'ios' 'alternative' 'opensource'],['Opensource decentralized alternative']
915,DAOHQ - The Commons Stack DAO,"['Protocol', 'Social']","Empowering commons-based microeconomies to sustain public goods through a library of open-source web3 components
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '8.6K']","['source web3 components' 'commons' 'public goods' 'microeconomies'
 'library']",['public goods']
916,DAOHQ - XDAO,"['DAO Tools', 'Service']","xDAO is a DAO launcher protocol serving full DAO utilities for permissionless registration, and BUIDLing flexible integrations for DAO governance methods and tools.
 XDAO - MultiChain DAO Ecosystem Built For Decentralized Future, XDAO is the fastest framework to create and manage decentralized autonomous organizations.","['88mph', 'APY Vision', '0x', '1inch Network']","['Binance', '101.0K']","['permissionless registration' 'flexible integrations' 'fastest framework'
 'dao governance methods' 'full dao utilities' 'decentralized future'
 'multichain dao ecosystem' 'autonomous organizations' 'tools'
 'dao launcher protocol' 'xdao']","['DAO launcher protocol' 'DAO utilities' 'MultiChain DAO Ecosystem' 'XDAO'
 'decentralized autonomous organizations' 'permissionless registration'
 'xDAO']"
917,DAOHQ - BasketDAO,['DeFi'],"DeFi’s Diversified High-yield savings account
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '4.6K']",['yield savings account' 'defi'],[]
918,DAOHQ - Alpaca Finance DAO,['DeFi'],"It helps lenders earn safe and stable yields, and offers borrowers undercollateralized loans for leveraged yield farming positions, vastly multiplying their farming principals and resulting profits
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Binance', '125.3K']","['leveraged yield farming positions' 'undercollateralized loans'
 'farming principals' 'lenders' 'borrowers' 'profits' 'stable yields']",['leveraged yield farming positions' 'undercollateralized loans']
919,DAOHQ - LoserChick DAO,['Gaming'],"Web 3.0 gaming project consisting of Claw Crane Machine, DeFi, and NFT farming
","['Blockade Games', 'Aurory', 'BreederDAO', 'Collar Informer']","['Polygon', '70.6K']",['web' 'gaming project' 'claw crane machine' 'defi' 'nft farming'],['Claw Crane Machine' 'DeFi' 'NFT farming']
920,DAOHQ - OtterClam DAO,"['Protocol', 'Entertainment']","A DAO-governed Land Where NFTs Make Finance Fun.
","['Aave', 'ARCx', 'APWine', 'API3']","['Polygon', '9.2K']",['finance fun' 'dao' 'land' 'nfts'],[]
921,DAOHQ - Snowball DAO,"['DeFi', 'Protocol']","Snowball is a venture DAO that combines multiple DeFi protocols to create an interconnected experience.
 Snowball is a Decentralized Finance (DeFi) Venture Studio on the Avalanche blockchain, operating for the community by the community. Snowball launched in early March 2021 as the first auto-compounder and stable-asset exchange on the network. Since, we have expanded our product line, starting with the launch of Axial, a stable asset exchange.
Since launch, Snowball has generated over $10 million in rewards for its community and has also launched Axial, the first stable swap on Avalanche. As the team has expanded to over 20 developers, Snowball continues to progress to support its existing products and future endeavors, such as the development of Lava, liquid staking, and acquiring Teddy, a borrowing protocol.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Avalanche', '2.9K']","['experience' 'product line' 'venture studio' 'launch' 'first stable swap'
 'stable asset exchange' 'products' 'avalanche' 'axial' 'rewards'
 'avalanche blockchain' 'lava' 'compounder' 'decentralized finance'
 'first auto' 'venture dao' 'developers' 'snowball' 'community'
 'early march' 'network' 'borrowing protocol' 'multiple defi protocols'
 'teddy' 'asset exchange' 'liquid staking' 'team' 'development' 'defi'
 'future endeavors']","['Avalanche blockchain' 'Axial' 'DeFi protocols' 'Lava' 'Snowball' 'Teddy'
 'borrowing protocol' 'interconnected experience' 'liquid staking'
 'stable asset exchange' 'stable swap']"
